# S/N, sampno, secs from file start, boxcar, idt, dm, beamno,mjd, sampno_start, sampno_end, idt_start, idt_end, ncands
2.5 50.0 31.730 2765187 2765.187 6 184 50.000 0 57946.559043417000794 2765069 2765293 39 294 29
2.5 50.0 31.840 125187 125.187 6 184 50.000 0 57946.528487862000475 125083 125284 54 287 50
2.5 50.0 31.880 2225187 2225.187 7 184 50.000 0 57946.552793417002249 2225121 2225258 99 258 17
2.5 50.0 31.930 2585186 2585.186 6 183 49.730 0 57946.556960071997310 2585090 2585282 61 297 30
2.5 50.0 32.010 2045186 2045.186 6 183 49.730 0 57946.550710071998765 2045094 2045274 62 278 32
2.5 50.0 32.020 1805186 1805.186 6 183 49.730 0 57946.547932294997736 1805109 1805267 76 269 30
2.5 50.0 32.030 1025187 1025.187 6 184 50.000 0 57946.538904528002604 1025098 1025307 59 310 53
2.5 50.0 32.150 545189 545.189 7 186 50.540 0 57946.533348996003042 545065 545280 37 278 49
2.5 50.0 32.210 1085186 1085.186 6 183 49.730 0 57946.539598960996955 1085098 1085269 73 270 52
2.5 50.0 32.400 425186 425.186 6 183 49.730 0 57946.531960072003130 425087 425272 51 274 50
2.5 50.0 32.520 1745186 1745.186 6 183 49.730 0 57946.547237849998055 1745085 1745276 46 284 48
2.5 50.0 32.900 1205187 1205.187 6 184 50.000 0 57946.540987861997564 1205134 1205266 91 271 50
2.5 50.0 33.450 1925188 1925.188 6 185 50.270 0 57946.549321206999593 1925116 1925270 76 276 48
2.5 50.0 7.200 185053 185.053 26 26 7.060 0 57946.529180755002017 185049 185053 16 27 7
2.5 100.0 27.270 2045371 2045.371 6 367 99.730 0 57946.550712213997031 2045277 2045447 235 486 49
2.5 100.0 28.160 1505371 1505.371 6 367 99.730 0 57946.544462213998486 1505248 1505445 220 451 50
2.5 100.0 28.180 485372 485.372 6 368 100.000 0 57946.532656670002325 485289 485439 262 446 50
2.5 100.0 28.260 1745372 1745.372 6 368 100.000 0 57946.547240002997569 1745308 1745442 280 450 49
2.5 100.0 28.590 2405371 2405.371 6 367 99.730 0 57946.554878880000615 2405275 2405445 246 453 49
2.5 100.0 28.820 1685371 1685.371 6 366 99.450 0 57946.546545546996640 1685270 1685434 237 440 51
2.5 100.0 28.880 545370 545.370 5 366 99.450 0 57946.533351090998622 545277 545432 246 435 49
2.5 100.0 28.950 1805371 1805.371 7 367 99.730 0 57946.547934435999196 1805298 1805442 264 446 48
2.5 100.0 28.950 2525371 2525.371 5 368 100.000 0 57946.556267769003171 2525231 2525441 203 441 29
2.5 100.0 29.020 2105371 2105.371 6 367 99.730 0 57946.551406657999905 2105244 2105450 207 462 45
2.5 100.0 29.110 1865371 1865.371 6 367 99.730 0 57946.548628880002070 1865301 1865441 283 442 30
2.5 100.0 29.120 2585371 2585.371 6 367 99.730 0 57946.556962214002851 2585296 2585428 258 436 24
2.5 100.0 29.150 1265371 1265.371 6 367 99.730 0 57946.541684436000651 1265291 1265441 243 452 46
2.5 100.0 29.190 1325370 1325.370 7 365 99.180 0 57946.542378869002277 1325286 1325454 255 455 50
2.5 100.0 29.250 185372 185.372 8 367 99.730 0 57946.529184446997533 185308 185451 280 451 19
2.5 100.0 29.360 1385371 1385.371 7 367 99.730 0 57946.543073325003206 1385308 1385435 274 464 49
2.5 100.0 29.440 3005372 3005.372 7 368 100.000 0 57946.561823336000089 3005288 3005435 255 456 49
2.5 100.0 29.630 2945371 2945.371 6 367 99.730 0 57946.561128879999160 2945318 2945446 301 452 49
2.5 100.0 29.650 2705371 2705.371 7 366 99.450 0 57946.558351102998131 2705317 2705437 292 449 46
2.5 100.0 29.680 605371 605.371 5 368 100.000 0 57946.534045546999550 605306 605432 277 433 49
2.5 100.0 29.770 785371 785.371 6 367 99.730 0 57946.536128879997705 785294 785437 262 444 49
2.5 100.0 29.890 2345371 2345.371 5 368 100.000 0 57946.554184435997740 2345312 2345453 285 455 49
2.5 100.0 30.030 2225372 2225.372 7 367 99.730 0 57946.552795559000515 2225312 2225442 286 457 48
2.5 100.0 30.040 2765372 2765.372 7 368 100.000 0 57946.559045558999060 2765283 2765440 253 442 49
2.5 100.0 30.160 1985371 1985.371 6 367 99.730 0 57946.550017768997350 1985297 1985421 266 430 39
2.5 100.0 30.170 1565371 1565.371 6 367 99.730 0 57946.545156658001360 1565276 1565438 239 452 32
2.5 100.0 30.200 1025371 1025.371 6 367 99.730 0 57946.538906658002816 1025290 1025423 259 432 48
2.5 100.0 30.220 2885371 2885.371 6 367 99.730 0 57946.560434436003561 2885311 2885431 281 439 41
2.5 100.0 30.230 845371 845.371 6 367 99.730 0 57946.536823324997385 845300 845431 266 459 31
2.5 100.0 30.310 725371 725.371 6 367 99.730 0 57946.535434436002106 725275 725435 243 436 50
2.5 100.0 30.340 1925371 1925.371 6 367 99.730 0 57946.549323325001751 1925314 1925435 289 443 48
2.5 100.0 30.460 965371 965.371 6 367 99.730 0 57946.538212213999941 965270 965461 241 461 48
2.5 100.0 30.490 905371 905.371 6 367 99.730 0 57946.537517769000260 905221 905455 194 455 49
2.5 100.0 30.520 1085371 1085.371 6 367 99.730 0 57946.539601103002497 1085289 1085443 247 452 44
2.5 100.0 30.530 65371 65.371 7 367 99.730 0 57946.527795547001006 65250 65464 214 469 51
2.5 100.0 30.610 245371 245.371 5 368 100.000 0 57946.529878879999160 245280 245441 246 445 17
2.5 100.0 30.660 365371 365.371 6 367 99.730 0 57946.531267769001715 365301 365444 272 442 41
2.5 100.0 30.730 125371 125.371 5 367 99.730 0 57946.528489990996604 125323 125433 299 439 47
2.5 100.0 30.770 665371 665.371 6 367 99.730 0 57946.534739991002425 665271 665454 241 454 50
2.5 100.0 30.780 1445371 1445.371 7 366 99.450 0 57946.543767768998805 1445283 1445456 248 453 48
2.5 100.0 30.810 1145372 1145.372 6 368 100.000 0 57946.540295559003425 1145221 1145476 181 502 51
2.5 100.0 30.820 1625371 1625.371 6 367 99.730 0 57946.545851103001041 1625301 1625449 268 454 49
2.5 100.0 30.980 305371 305.371 6 367 99.730 0 57946.530573324998841 305251 305431 222 464 30
2.5 100.0 31.050 2465371 2465.371 6 367 99.730 0 57946.555573325000296 2465259 2465446 227 464 51
2.5 100.0 31.070 2285372 2285.372 7 368 100.000 0 57946.553490003003390 2285230 2285427 191 438 49
2.5 100.0 31.300 2645371 2645.371 6 367 99.730 0 57946.557656657998450 2645295 2645442 268 447 50
2.5 100.0 31.380 2165372 2165.372 6 368 100.000 0 57946.552101114000834 2165271 2165435 246 446 50
2.5 100.0 31.670 2825371 2825.371 6 367 99.730 0 57946.559739990996604 2825249 2825427 220 440 15
2.5 100.0 32.270 1205371 1205.371 5 368 100.000 0 57946.540989991000970 1205294 1205449 265 464 38
2.5 100.0 32.650 425371 425.371 6 368 100.000 0 57946.531962214001396 425231 425448 208 449 27
2.5 100.0 7.020 2945277 2945.277 29 248 67.390 0 57946.561127792003390 2945277 2945277 248 248 1
2.5 100.0 7.080 2345259 2345.259 28 232 63.040 0 57946.554183139996894 2345256 2345260 229 233 5
2.5 100.0 7.200 1745214 1745.214 24 190 51.630 0 57946.547238173996448 1745207 1745215 180 191 6
2.5 100.0 7.360 2705297 2705.297 29 266 72.280 0 57946.558350245999463 2705282 2705301 247 269 11
2.5 100.0 7.390 1865279 1865.279 20 259 70.380 0 57946.548627814998326 1865276 1865283 254 261 10
2.5 150.0 27.690 125553 125.553 6 549 149.180 0 57946.528492097997514 125501 125633 466 641 50
2.5 150.0 27.980 2525553 2525.553 6 550 149.450 0 57946.556269875996804 2525502 2525608 470 627 26
2.5 150.0 28.400 2165555 2165.555 6 552 150.000 0 57946.552103232002992 2165478 2165660 449 668 51
2.5 150.0 28.530 185554 185.554 6 550 149.450 0 57946.529186553998443 185517 185613 466 627 44
2.5 150.0 28.700 2105555 2105.555 7 552 150.000 0 57946.551408788000117 2105511 2105615 472 623 33
2.5 150.0 28.860 2825553 2825.553 5 550 149.450 0 57946.559742097997514 2825503 2825629 466 636 50
2.5 150.0 29.020 1205553 1205.553 6 549 149.180 0 57946.540992098001880 1205505 1205618 480 624 34
2.5 150.0 29.020 2345554 2345.554 6 550 149.450 0 57946.554186553999898 2345485 2345634 448 650 48
2.5 150.0 29.090 365553 365.553 5 550 149.450 0 57946.531269876002625 365513 365644 471 696 38
2.5 150.0 29.140 605553 605.553 6 550 149.450 0 57946.534047652996378 605507 605633 476 638 44
2.5 150.0 29.160 1325554 1325.554 6 551 149.720 0 57946.542380997998407 1325490 1325628 453 649 44
2.5 150.0 29.180 1685554 1685.554 7 550 149.450 0 57946.546547664998798 1685514 1685636 478 673 33
2.5 150.0 29.190 1925553 1925.553 5 550 149.450 0 57946.549325430998579 1925482 1925624 453 636 19
2.5 150.0 29.230 485552 485.552 7 547 148.640 0 57946.532658752999851 485514 485635 485 641 30
2.5 150.0 29.230 905553 905.553 6 550 149.450 0 57946.537519876001170 905494 905635 464 641 49
2.5 150.0 29.380 2765554 2765.554 6 551 149.720 0 57946.559047665003163 2765504 2765622 471 652 32
2.5 150.0 29.400 2225553 2225.553 5 550 149.450 0 57946.552797652999288 2225500 2225622 466 625 31
2.5 150.0 29.430 1625554 1625.554 7 550 149.450 0 57946.545853221003199 1625510 1625605 468 654 49
2.5 150.0 29.590 425553 425.553 6 550 149.450 0 57946.531964319998224 425450 425618 433 630 50
2.5 150.0 29.620 1805554 1805.554 7 550 149.450 0 57946.547936554001353 1805468 1805645 434 644 49
2.5 150.0 29.650 65555 65.555 6 552 150.000 0 57946.527797677001217 65503 65637 470 646 28
2.5 150.0 29.710 2285554 2285.554 6 551 149.720 0 57946.553492109000217 2285499 2285617 456 656 73
2.5 150.0 29.880 1985551 1985.551 5 547 148.640 0 57946.550019852998958 1985477 1985641 443 644 29
2.5 150.0 29.960 245553 245.553 6 549 149.180 0 57946.529880987000070 245495 245636 457 639 50
2.5 150.0 29.990 785554 785.554 7 550 149.450 0 57946.536130997999862 785508 785641 475 645 49
2.5 150.0 30.030 1865554 1865.554 6 551 149.720 0 57946.548630997996952 1865507 1865625 474 630 34
2.5 150.0 30.050 2045554 2045.554 7 550 149.450 0 57946.550714331999188 2045513 2045640 478 644 28
2.5 150.0 30.050 2945554 2945.554 7 550 149.450 0 57946.561130998001317 2945480 2945642 448 644 42
2.5 150.0 30.060 545553 545.553 6 550 149.450 0 57946.533353209000779 545498 545611 467 623 22
2.5 150.0 30.090 1505553 1505.553 6 549 149.180 0 57946.544464320002589 1505512 1505618 479 623 30
2.5 150.0 30.110 845554 845.554 6 551 149.720 0 57946.536825442999543 845517 845632 468 636 28
2.5 150.0 30.130 2885554 2885.554 7 550 149.450 0 57946.560436553998443 2885496 2885662 465 666 23
2.5 150.0 30.240 2585553 2585.553 6 549 149.180 0 57946.556964319999679 2585464 2585636 445 647 49
2.5 150.0 30.250 1385553 1385.553 6 549 149.180 0 57946.543075431000034 1385487 1385611 453 632 49
2.5 150.0 30.290 1745554 1745.554 6 550 149.450 0 57946.547242109001672 1745441 1745630 388 643 36
2.5 150.0 30.320 725554 725.554 6 550 149.450 0 57946.535436553996988 725491 725645 436 667 41
2.5 150.0 30.350 1025553 1025.553 6 549 149.180 0 57946.538908764996449 1025497 1025623 465 652 49
2.5 150.0 30.350 2645554 2645.554 7 550 149.450 0 57946.557658776000608 2645470 2645628 437 642 44
2.5 150.0 30.390 305554 305.554 6 551 149.720 0 57946.530575443000998 305517 305618 476 640 48
2.5 150.0 30.440 965554 965.554 6 551 149.720 0 57946.538214332002099 965491 965656 452 684 49
2.5 150.0 30.600 3005554 3005.554 6 551 149.720 0 57946.561825443000998 3005502 3005627 471 627 31
2.5 150.0 30.620 2465554 2465.554 7 550 149.450 0 57946.555575443002454 2465514 2465634 480 642 49
2.5 150.0 30.800 1085554 1085.554 6 551 149.720 0 57946.539603220997378 1085496 1085639 439 643 51
2.5 150.0 31.050 1265554 1265.554 7 550 149.450 0 57946.541686554002808 1265502 1265617 469 640 39
2.5 150.0 31.200 1565553 1565.553 6 550 149.450 0 57946.545158765002270 1565509 1565616 469 624 30
2.5 150.0 31.300 665553 665.553 6 550 149.450 0 57946.534742098003335 665500 665624 470 629 8
2.5 150.0 31.360 1145554 1145.554 6 551 149.720 0 57946.540297665000253 1145488 1145614 462 632 49
2.5 150.0 31.780 2405552 2405.552 7 547 148.640 0 57946.554880975003471 2405481 2405617 446 658 45
2.5 150.0 32.460 2705554 2705.554 7 550 149.450 0 57946.558353221000289 2705482 2705633 452 643 44
2.5 150.0 33.230 1445555 1445.555 7 551 149.720 0 57946.543769898999017 1445497 1445643 464 650 46
2.5 150.0 7.170 3005443 3005.443 9 432 117.390 0 57946.561824158001400 3005443 3005443 432 433 3
2.5 150.0 7.180 605472 605.472 31 444 120.650 0 57946.534046715998556 605470 605473 442 446 6
2.5 200.0 29.230 2765736 2765.736 6 732 198.910 0 57946.559049771996797 2765680 2765801 648 812 49
2.5 200.0 29.430 605738 605.738 6 735 199.720 0 57946.534049795001920 605697 605818 671 828 33
2.5 200.0 29.450 2705737 2705.737 7 733 199.180 0 57946.558355339002446 2705658 2705815 631 823 46
2.5 200.0 29.700 2045738 2045.738 6 735 199.720 0 57946.550716461002594 2045678 2045799 645 815 32
2.5 200.0 29.730 2585736 2585.736 7 731 198.640 0 57946.556966438001837 2585665 2585816 638 844 28
2.5 200.0 29.770 2885737 2885.737 7 733 199.180 0 57946.560438672000600 2885681 2885821 659 823 28
2.5 200.0 29.810 365737 365.737 6 733 199.180 0 57946.531272004998755 365685 365836 638 887 31
2.5 200.0 29.900 545736 545.736 6 732 198.910 0 57946.533355327002937 545697 545821 653 829 50
2.5 200.0 29.940 2285738 2285.738 7 734 199.450 0 57946.553494239000429 2285679 2285812 643 829 31
2.5 200.0 29.990 65738 65.738 6 735 199.720 0 57946.527799795003375 65692 65814 653 816 29
2.5 200.0 30.110 905737 905.737 6 733 199.180 0 57946.537522004997300 905669 905812 637 813 48
2.5 200.0 30.280 2225737 2225.737 7 733 199.180 0 57946.552799782999500 2225656 2225809 593 858 38
2.5 200.0 30.360 1145737 1145.737 6 733 199.180 0 57946.540299783002411 1145672 1145795 642 811 30
2.5 200.0 30.420 1385737 1385.737 6 733 199.180 0 57946.543077561000246 1385692 1385824 638 828 35
2.5 200.0 30.430 485737 485.737 7 733 199.180 0 57946.532660894001310 485675 485816 642 823 29
2.5 200.0 30.620 1025737 1025.737 6 733 199.180 0 57946.538910893999855 1025671 1025818 642 828 31
2.5 200.0 30.640 665736 665.736 6 732 198.910 0 57946.534744215998217 665669 665826 638 837 34
2.5 200.0 30.780 1205737 1205.737 7 733 199.180 0 57946.540994228002091 1205671 1205823 636 844 43
2.5 200.0 30.920 1805737 1805.737 6 733 199.180 0 57946.547938672003511 1805662 1805827 621 840 34
2.5 200.0 30.940 245736 245.736 6 732 198.910 0 57946.529883105002227 245673 245868 639 880 66
2.5 200.0 31.020 125737 125.737 6 733 199.180 0 57946.528494227997726 125690 125806 657 838 33
2.5 200.0 31.080 305738 305.738 7 735 199.720 0 57946.530577571997128 305681 305815 642 837 49
2.5 200.0 31.130 1085738 1085.738 6 735 199.720 0 57946.539605350000784 1085692 1085824 653 836 50
2.5 200.0 31.150 3005737 3005.737 6 733 199.180 0 57946.561827561003156 3005688 3005792 642 824 31
2.5 200.0 31.250 1625736 1625.736 6 732 198.910 0 57946.545855327000027 1625683 1625834 646 858 43
2.5 200.0 31.250 785737 785.737 7 733 199.180 0 57946.536133116002020 785671 785838 630 852 49
2.5 200.0 31.270 2465737 2465.737 7 733 199.180 0 57946.555577560997335 2465676 2465822 639 821 40
2.5 200.0 31.320 2525736 2525.736 6 732 198.910 0 57946.556271993998962 2525687 2525833 653 841 45
2.5 200.0 31.390 2405737 2405.737 6 733 199.180 0 57946.554883115997654 2405669 2405823 646 844 50
2.5 200.0 31.450 1325737 1325.737 7 733 199.180 0 57946.542383116000565 1325649 1325829 620 856 36
2.5 200.0 31.450 965738 965.738 7 734 199.450 0 57946.538216460998228 965695 965802 651 825 49
2.5 200.0 31.540 1865737 1865.737 7 732 198.910 0 57946.548633115999110 1865677 1865812 651 816 46
2.5 200.0 31.650 1685737 1685.737 6 733 199.180 0 57946.546549783000955 1685695 1685832 650 853 37
2.5 200.0 31.670 845736 845.736 6 732 198.910 0 57946.536827548996371 845681 845814 642 830 44
2.5 200.0 31.730 2105736 2105.736 6 732 198.910 0 57946.551410883002973 2105678 2105818 618 848 13
2.5 200.0 31.810 1505737 1505.737 6 733 199.180 0 57946.544466450002801 1505676 1505827 645 828 49
2.5 200.0 31.830 1445737 1445.737 7 732 198.910 0 57946.543772005003120 1445675 1445822 645 821 23
2.5 200.0 31.890 2945737 2945.737 6 733 199.180 0 57946.561133116003475 2945699 2945845 649 883 30
2.5 200.0 31.910 1265737 1265.737 7 733 199.180 0 57946.541688671997690 1265625 1265846 593 850 27
2.5 200.0 31.920 2165736 2165.736 6 732 198.910 0 57946.552105326998571 2165691 2165813 654 846 38
2.5 200.0 31.940 2645737 2645.737 6 733 199.180 0 57946.557660894002765 2645671 2645827 640 831 50
2.5 200.0 31.970 1565737 1565.737 6 733 199.180 0 57946.545160893998400 1565679 1565825 645 838 41
2.5 200.0 32.070 2345738 2345.738 6 735 199.720 0 57946.554188684000110 2345694 2345798 658 823 29
2.5 200.0 32.160 185739 185.739 7 736 199.990 0 57946.529188694999903 185681 185823 651 825 31
2.5 200.0 32.160 2825737 2825.737 6 733 199.180 0 57946.559744227997726 2825666 2825850 635 859 49
2.5 200.0 32.190 1985738 1985.738 7 734 199.450 0 57946.550022016999719 1985681 1985828 660 834 49
2.5 200.0 32.550 725737 725.737 6 733 199.180 0 57946.535438671999145 725671 725824 636 830 48
2.5 200.0 32.610 1745737 1745.737 6 732 198.910 0 57946.547244228000636 1745664 1745822 624 830 40
2.5 200.0 32.780 1925737 1925.737 6 733 199.180 0 57946.549327560998790 1925685 1925806 647 817 31
2.5 200.0 33.810 425737 425.737 6 733 199.180 0 57946.531966449998436 425665 425808 619 820 39
2.5 200.0 7.050 185874 185.874 29 872 236.950 0 57946.529190257999289 185874 185884 872 883 3
2.5 200.0 7.080 665610 665.610 31 576 156.520 0 57946.534742757998174 665608 665611 574 577 5
2.5 250.0 30.190 605921 605.921 6 916 248.910 0 57946.534051912996802 605848 605999 815 998 50
2.5 250.0 30.300 245922 245.922 7 917 249.180 0 57946.529885258001741 245854 245984 822 990 50
2.5 250.0 30.380 1025921 1025.921 6 917 249.180 0 57946.538913024000067 1025866 1026006 827 1011 32
2.5 250.0 30.400 2225923 2225.923 6 919 249.720 0 57946.552801935999014 2225859 2226003 824 1013 50
2.5 250.0 30.470 365921 365.921 6 917 249.180 0 57946.531274134998966 365860 366029 811 1035 49
2.5 250.0 30.610 845922 845.922 7 917 249.180 0 57946.536829702003160 845846 846016 809 1026 49
2.5 250.0 30.690 1325921 1325.921 5 917 249.180 0 57946.542385246000777 1325842 1325994 803 1000 49
2.5 250.0 30.800 2825922 2825.922 6 918 249.450 0 57946.559746368999186 2825815 2825990 776 1006 39
2.5 250.0 30.880 2585923 2585.923 6 920 249.990 0 57946.556968602999405 2585873 2586000 833 1009 37
2.5 250.0 30.890 185922 185.922 7 917 249.180 0 57946.529190813002060 185834 186005 778 1017 50
2.5 250.0 31.000 2885921 2885.921 6 917 249.180 0 57946.560440802000812 2885857 2885992 820 992 44
2.5 250.0 31.030 1685921 1685.921 6 917 249.180 0 57946.546551913001167 1685842 1686001 808 1014 30
2.5 250.0 31.070 2645921 2645.921 6 917 249.180 0 57946.557663024002977 2645861 2646000 817 1001 48
2.5 250.0 31.140 1565921 1565.921 6 917 249.180 0 57946.545163023998612 1565869 1566026 832 1029 37
2.5 250.0 31.270 785922 785.922 7 917 249.180 0 57946.536135258000286 785852 786005 825 1014 29
2.5 250.0 31.380 2105921 2105.921 6 917 249.180 0 57946.551413023997156 2105829 2106028 801 1030 50
2.5 250.0 31.380 2525922 2525.922 7 917 249.180 0 57946.556274146998476 2525821 2526033 784 1036 39
2.5 250.0 31.590 2045921 2045.921 6 917 249.180 0 57946.550718578997476 2045865 2046027 830 1031 35
2.5 250.0 31.600 1985922 1985.922 5 919 249.720 0 57946.550024146999931 1985841 1986010 811 1042 44
2.5 250.0 31.610 2165923 2165.923 6 920 249.990 0 57946.552107490999333 2165824 2166000 790 1003 35
2.5 250.0 31.640 425922 425.922 7 917 249.180 0 57946.531968590999895 425847 426022 790 1024 31
2.5 250.0 31.670 65921 65.921 6 916 248.910 0 57946.527801912998257 65859 66004 817 1007 44
2.5 250.0 31.690 1505921 1505.921 6 917 249.180 0 57946.544468578998931 1505832 1506022 793 1025 50
2.5 250.0 31.740 1625923 1625.923 6 919 249.720 0 57946.545857491000788 1625837 1626016 802 1025 49
2.5 250.0 31.770 1385923 1385.923 6 919 249.720 0 57946.543079713999759 1385860 1385996 822 1003 36
2.5 250.0 31.830 1085921 1085.921 6 916 248.910 0 57946.539607468002941 1085793 1086000 742 1009 51
2.5 250.0 31.850 1445921 1445.921 6 917 249.180 0 57946.543774135003332 1445829 1446000 789 1003 35
2.5 250.0 31.870 485922 485.922 7 916 248.910 0 57946.532663035002770 485845 486026 794 1059 40
2.5 250.0 31.890 1925921 1925.921 6 917 249.180 0 57946.549329690002196 1925851 1926013 810 1015 51
2.5 250.0 31.960 1805922 1805.922 7 917 249.180 0 57946.547940812997695 1805860 1806020 829 1034 35
2.5 250.0 32.020 905921 905.921 6 917 249.180 0 57946.537524134997511 905864 905989 801 997 38
2.5 250.0 32.130 2765921 2765.921 6 917 249.180 0 57946.559051912998257 2765848 2766013 806 1017 50
2.5 250.0 32.180 125921 125.921 6 917 249.180 0 57946.528496357001131 125852 126039 815 1046 30
2.5 250.0 32.230 1745922 1745.922 7 917 249.180 0 57946.547246369002096 1745861 1746014 830 1023 36
2.5 250.0 32.300 1265921 1265.921 6 916 248.910 0 57946.541690801997902 1265849 1266059 812 1062 50
2.5 250.0 32.320 665921 665.921 6 916 248.910 0 57946.534746356999676 665846 665999 810 1002 31
2.5 250.0 32.330 1205921 1205.921 6 917 249.180 0 57946.540996356998221 1205859 1206063 810 1060 37
2.5 250.0 32.350 1865922 1865.922 7 917 249.180 0 57946.548635257997375 1865840 1866037 811 1041 42
2.5 250.0 32.540 305921 305.921 6 917 249.180 0 57946.530579689999286 305860 306020 824 1021 35
2.5 250.0 32.550 3005921 3005.921 6 916 248.910 0 57946.561829689999286 3005863 3006002 830 1012 49
2.5 250.0 32.590 545922 545.922 7 917 249.180 0 57946.533357480002451 545872 546007 839 1016 47
2.5 250.0 32.700 965921 965.921 6 917 249.180 0 57946.538218579000386 965864 966022 830 1037 39
2.5 250.0 32.790 2945921 2945.921 6 916 248.910 0 57946.561135245996411 2945831 2946014 805 1026 31
2.5 250.0 33.080 2285921 2285.921 6 917 249.180 0 57946.553496357002587 2285854 2286035 795 1037 50
2.5 250.0 33.180 1145921 1145.921 6 917 249.180 0 57946.540301913002622 1145845 1146046 809 1050 45
2.5 250.0 33.250 2465921 2465.921 6 917 249.180 0 57946.555579690000741 2465870 2466012 820 1015 39
2.5 250.0 33.270 2405922 2405.922 8 917 249.180 0 57946.554885258003196 2405851 2406022 806 1040 48
2.5 250.0 33.310 2705922 2705.922 7 917 249.180 0 57946.558357479996630 2705846 2706016 806 1013 30
2.5 250.0 33.490 2345922 2345.922 6 918 249.450 0 57946.554190813003515 2345838 2346014 804 1015 50
2.5 250.0 33.520 725921 725.921 6 917 249.180 0 57946.535440801999357 725829 726039 796 1047 50
2.5 250.0 7.000 2166020 2166.020 22 1024 278.250 0 57946.552108613999735 2166020 2166020 1024 1024 1
2.5 250.0 7.010 1805819 1805.819 31 790 214.670 0 57946.547939620999387 1805819 1805819 790 790 1
2.5 250.0 7.140 426068 426.068 31 1067 289.940 0 57946.531970281001122 426054 426069 1059 1070 9
2.5 250.0 7.310 666034 666.034 30 1034 280.970 0 57946.534747664998577 666028 666036 1027 1040 14
2.5 300.0 28.680 606105 606.105 7 1100 298.900 0 57946.534054042000207 606041 606185 1004 1187 29
2.5 300.0 29.680 546105 546.105 7 1101 299.180 0 57946.533359597997332 545979 546201 923 1204 52
2.5 300.0 29.780 1086106 1086.106 7 1101 299.180 0 57946.539609608997125 1085991 1086207 966 1206 43
2.5 300.0 30.050 2226105 2226.105 7 1100 298.900 0 57946.552804042003118 2226001 2226214 973 1214 36
2.5 300.0 30.130 1266105 1266.105 6 1101 299.180 0 57946.541692931001307 1266009 1266193 974 1205 51
2.5 300.0 30.570 2826105 2826.105 7 1100 298.900 0 57946.559748487001343 2826027 2826172 999 1172 31
2.5 300.0 30.600 1506105 1506.105 7 1100 298.900 0 57946.544470708999143 1506038 1506179 1004 1189 49
2.5 300.0 30.640 1926105 1926.105 7 1100 298.900 0 57946.549331820002408 1926058 1926211 1007 1212 28
2.5 300.0 30.670 1866106 1866.106 8 1101 299.180 0 57946.548637387000781 1866028 1866209 989 1212 33
2.5 300.0 30.690 2046105 2046.105 7 1101 299.180 0 57946.550720708997687 2046015 2046211 979 1239 31
2.5 300.0 30.770 1686105 1686.105 6 1101 299.180 0 57946.546554041997297 1686003 1686190 950 1190 41
2.5 300.0 30.810 1026106 1026.106 7 1101 299.180 0 57946.538915165001526 1026010 1026194 959 1200 42
2.5 300.0 30.830 2406104 2406.104 5 1100 298.900 0 57946.554887364000024 2406057 2406207 1018 1209 44
2.5 300.0 30.870 3006105 3006.105 7 1101 299.180 0 57946.561831819999497 3006041 3006192 1013 1196 49
2.5 300.0 30.950 2346106 2346.106 8 1101 299.180 0 57946.554192942996451 2346021 2346193 987 1201 31
2.5 300.0 30.950 2886106 2886.106 8 1101 299.180 0 57946.560442943002272 2886041 2886218 996 1219 31
2.5 300.0 31.040 126106 126.106 6 1102 299.450 0 57946.528498498002591 126025 126195 992 1199 29
2.5 300.0 31.220 2166105 2166.105 7 1100 298.900 0 57946.552109598000243 2166038 2166177 1005 1181 33
2.5 300.0 31.220 2586104 2586.104 5 1100 298.900 0 57946.556970696998178 2586017 2586188 993 1193 41
2.5 300.0 31.260 366106 366.106 7 1101 299.180 0 57946.531276276000426 366005 366215 965 1213 48
2.5 300.0 31.330 1446105 1446.105 6 1101 299.180 0 57946.543776265003544 1446031 1446181 990 1181 39
2.5 300.0 31.340 2646105 2646.105 6 1101 299.180 0 57946.557665152999107 2646024 2646224 995 1227 41
2.5 300.0 31.440 1746105 1746.105 6 1101 299.180 0 57946.547248486996978 1746043 1746197 1002 1197 32
2.5 300.0 31.520 186106 186.106 7 1102 299.450 0 57946.529192943002272 186039 186187 1012 1190 28
2.5 300.0 31.590 2946105 2946.105 6 1101 299.180 0 57946.561137375996623 2946020 2946195 986 1212 28
2.5 300.0 31.650 726105 726.105 6 1101 299.180 0 57946.535442931002763 726041 726182 1008 1199 22
2.5 300.0 31.660 2286105 2286.105 6 1101 299.180 0 57946.553498487002798 2286054 2286211 1014 1215 31
2.5 300.0 31.720 2526106 2526.106 8 1100 298.900 0 57946.556276276001881 2526012 2526189 951 1187 43
2.5 300.0 31.750 786106 786.106 7 1102 299.450 0 57946.536137386996415 786015 786194 979 1205 39
2.5 300.0 31.820 2706105 2706.105 7 1101 299.180 0 57946.558359597998788 2706027 2706201 989 1201 32
2.5 300.0 31.870 306106 306.106 8 1102 299.450 0 57946.530581831997551 306027 306190 1001 1222 49
2.5 300.0 31.890 966105 966.105 7 1100 298.900 0 57946.538220709000598 966020 966249 977 1253 32
2.5 300.0 31.940 1326106 1326.106 7 1102 299.450 0 57946.542387387002236 1326034 1326229 995 1236 29
2.5 300.0 32.000 1626105 1626.105 6 1101 299.180 0 57946.545859598001698 1626040 1626167 1007 1170 29
