# S/N, sampno, secs from file start, boxcar, idt, dm, beamno,mjd, sampno_start, sampno_end, idt_start, idt_end, ncands
5.0 350.0 23.500 366292 366.292 13 1284 348.900 0 57946.531278428999940 366202 366344 1156 1376 48
5.0 350.0 23.610 66292 66.292 12 1284 348.900 0 57946.527806206999230 66202 66363 1168 1364 32
5.0 350.0 23.630 546292 546.292 12 1285 349.170 0 57946.533361761998094 546182 546371 1136 1387 43
5.0 350.0 23.630 786293 786.293 15 1285 349.170 0 57946.536139552001259 786211 786387 1183 1391 38
5.0 350.0 23.650 1566293 1566.293 12 1285 349.170 0 57946.545167329000833 1566228 1566358 1195 1382 31
5.0 350.0 23.830 606291 606.291 12 1283 348.630 0 57946.534056194999721 606206 606395 1168 1402 49
5.0 350.0 23.850 906290 906.290 11 1282 348.360 0 57946.537528405999183 906197 906389 1164 1393 49
5.0 350.0 23.880 1086294 1086.294 15 1285 349.170 0 57946.539611785003217 1086179 1086367 1145 1376 39
5.0 350.0 23.880 246294 246.294 16 1284 348.900 0 57946.529889562996686 246203 246346 1176 1382 29
5.0 350.0 23.960 1386292 1386.292 13 1285 349.170 0 57946.543083983997349 1386190 1386377 1144 1377 49
5.0 350.0 24.030 426293 426.293 13 1287 349.720 0 57946.531972885000869 426216 426366 1186 1380 51
5.0 350.0 24.080 2166291 2166.291 11 1284 348.900 0 57946.552111750999757 2166227 2166395 1188 1399 39
5.0 350.0 24.110 1866292 1866.292 12 1285 349.170 0 57946.548639540000295 1866181 1866373 1148 1378 49
5.0 350.0 24.770 2526292 2526.292 13 1283 348.630 0 57946.556278429001395 2526235 2526388 1201 1393 51
5.0 350.0 24.820 306293 306.293 14 1285 349.170 0 57946.530583995998313 306200 306360 1165 1370 48
5.0 350.0 25.050 1806293 1806.293 12 1286 349.450 0 57946.547945106998668 1806202 1806357 1169 1369 48
5.0 350.0 25.150 1446291 1446.291 13 1282 348.360 0 57946.543778416998975 1446199 1446372 1169 1374 40
5.0 350.0 7.030 426138 426.138 28 1110 301.620 0 57946.531971090997104 426138 426138 1110 1110 1
5.0 350.0 7.040 246383 246.383 22 1383 375.800 0 57946.529890593003074 246383 246389 1383 1389 4
5.0 350.0 7.120 1199811 1199.811 8 8008 2176.020 0 57946.540925640001660 1199811 1199813 8008 8011 5
5.0 350.0 7.130 486389 486.389 21 1391 377.980 0 57946.532668439998815 486388 486397 1389 1393 6
5.0 350.0 7.210 2166190 2166.190 31 1156 314.120 0 57946.552110582000751 2166185 2166190 1147 1156 9
5.0 350.0 7.220 3006177 3006.177 19 1160 315.210 0 57946.561832653002057 3006176 3006178 1159 1163 5
5.0 350.0 7.280 327582 327.582 1 1527 414.930 0 57946.530830397001409 327582 327582 1527 1527 1
5.0 350.0 7.310 906125 906.125 29 1095 297.550 0 57946.537526496002101 906120 906130 1085 1100 18
5.0 350.0 7.340 2346194 2346.194 31 1156 314.120 0 57946.554193960997509 2346185 2346203 1155 1170 23
5.0 350.0 7.370 1866134 1866.134 31 1097 298.090 0 57946.548637710999174 1866109 1866147 1063 1112 41
5.0 350.0 7.570 2466146 2466.146 31 1110 301.620 0 57946.555582294997294 2466108 2466160 1057 1128 38
5.0 350.0 8.770 1746175 1746.175 29 1143 310.590 0 57946.547249297000235 1746152 1746189 1121 1168 37
5.0 350.0 8.890 726177 726.177 15 1159 314.940 0 57946.535443765002128 726171 726199 1131 1173 34
5.0 400.0 20.010 2706478 2706.478 13 1472 399.990 0 57946.558363914999063 2706421 2706544 1368 1544 50
5.0 400.0 20.090 1506478 1506.478 14 1472 399.990 0 57946.544475025999418 1506408 1506531 1373 1546 31
5.0 400.0 20.750 126478 126.478 14 1470 399.440 0 57946.528502804001619 126416 126541 1383 1541 48
5.0 400.0 20.780 1146473 1146.473 12 1465 398.090 0 57946.540308301999175 1146410 1146552 1379 1583 48
5.0 400.0 20.790 2646476 2646.476 12 1470 399.440 0 57946.557669447000080 2646410 2646588 1382 1591 28
5.0 400.0 20.820 426475 426.475 13 1469 399.170 0 57946.531974990997696 426412 426559 1373 1564 35
5.0 400.0 20.830 2766478 2766.478 13 1474 400.530 0 57946.559058359001938 2766396 2766539 1373 1549 51
5.0 400.0 21.270 666477 666.477 12 1473 400.260 0 57946.534752792002109 666433 666555 1401 1559 48
5.0 400.0 21.300 1086478 1086.478 14 1471 399.720 0 57946.539613915003429 1086396 1086518 1373 1562 33
5.0 400.0 21.370 246477 246.477 14 1468 398.900 0 57946.529891680998844 246409 246549 1370 1553 42
5.0 400.0 21.380 1926474 1926.474 14 1465 398.090 0 57946.549336090996803 1926419 1926555 1388 1559 42
5.0 400.0 21.690 3006473 3006.473 11 1467 398.630 0 57946.561836079003115 3006392 3006545 1378 1570 70
5.0 400.0 21.700 2226477 2226.477 15 1471 399.720 0 57946.552808348002145 2226416 2226537 1394 1550 35
5.0 400.0 21.730 2826473 2826.473 14 1467 398.630 0 57946.559752745997685 2826406 2826531 1378 1549 35
5.0 400.0 21.840 906475 906.475 12 1467 398.630 0 57946.537530547000642 906388 906548 1352 1547 49
5.0 400.0 21.860 726477 726.477 11 1471 399.720 0 57946.535447237001790 726421 726558 1389 1562 35
5.0 400.0 22.110 2586475 2586.475 15 1467 398.630 0 57946.556974990999151 2586372 2586547 1339 1594 31
5.0 400.0 22.190 2406475 2406.475 14 1467 398.630 0 57946.554891658000997 2406410 2406539 1366 1581 28
5.0 400.0 22.200 1266473 1266.473 13 1465 398.090 0 57946.541697189997649 1266398 1266543 1365 1544 31
5.0 400.0 22.200 1626476 1626.476 14 1469 399.170 0 57946.545863892002671 1626342 1626552 1297 1553 38
5.0 400.0 22.220 1866472 1866.472 12 1465 398.090 0 57946.548641622997820 1866416 1866541 1384 1550 50
5.0 400.0 22.240 1026474 1026.474 14 1467 398.630 0 57946.538919423997868 1026411 1026567 1382 1567 32
5.0 400.0 22.400 2346474 2346.474 13 1466 398.360 0 57946.554197202000069 2346435 2346557 1362 1571 33
5.0 400.0 22.450 1326478 1326.478 16 1471 399.720 0 57946.542391693001264 1326412 1326548 1376 1547 29
5.0 400.0 22.510 1686476 1686.476 11 1471 399.720 0 57946.546558335998270 1686388 1686544 1356 1579 32
5.0 400.0 22.630 2466476 2466.476 14 1470 399.440 0 57946.555586114001926 2466397 2466548 1365 1550 31
5.0 400.0 22.690 2886474 2886.474 12 1466 398.360 0 57946.560447201998613 2886434 2886533 1388 1551 35
5.0 400.0 22.750 366475 366.475 14 1466 398.360 0 57946.531280547002098 366412 366545 1378 1547 48
5.0 400.0 22.780 186475 186.475 13 1467 398.630 0 57946.529197213996667 186404 186552 1375 1547 29
5.0 400.0 22.850 1446477 1446.477 11 1472 399.990 0 57946.543780569998489 1446430 1446536 1397 1549 30
5.0 400.0 22.860 966471 966.471 11 1464 397.810 0 57946.538224944997637 966415 966560 1375 1566 50
5.0 400.0 22.920 2286477 2286.477 16 1466 398.360 0 57946.553502791997744 2286425 2286541 1400 1544 49
5.0 400.0 22.970 1746476 1746.476 11 1470 399.440 0 57946.547252780997951 1746387 1746546 1357 1564 42
5.0 400.0 23.040 2946475 2946.475 14 1467 398.630 0 57946.561141657999542 2946376 2946546 1346 1559 36
5.0 400.0 23.050 1566474 1566.474 11 1467 398.630 0 57946.545169423996413 1566422 1566540 1381 1543 38
5.0 400.0 23.060 66478 66.478 15 1470 399.440 0 57946.527808359001938 66377 66548 1342 1550 37
5.0 400.0 23.090 486474 486.474 16 1463 397.540 0 57946.532669423999323 486392 486551 1355 1561 49
5.0 400.0 23.240 786477 786.477 13 1470 399.440 0 57946.536141680997389 786411 786585 1378 1586 50
5.0 400.0 23.340 1806475 1806.475 12 1468 398.900 0 57946.547947213999578 1806383 1806546 1346 1571 41
5.0 400.0 23.420 1386477 1386.477 14 1470 399.440 0 57946.543086126002891 1386338 1386550 1294 1556 50
5.0 400.0 23.430 2526475 2526.475 13 1467 398.630 0 57946.556280547003553 2526391 2526544 1348 1550 31
5.0 400.0 23.520 2166474 2166.474 12 1468 398.900 0 57946.552113869001914 2166389 2166551 1352 1572 49
5.0 400.0 23.520 606476 606.476 15 1468 398.900 0 57946.534058336001181 606394 606527 1361 1564 28
5.0 400.0 23.520 846476 846.476 13 1470 399.440 0 57946.536836113999016 846429 846549 1355 1555 32
5.0 400.0 23.570 306477 306.477 14 1469 399.170 0 57946.530586125998525 306326 306531 1305 1557 50
5.0 400.0 23.660 2106477 2106.477 14 1469 399.170 0 57946.551419458999590 2106370 2106567 1346 1567 50
5.0 400.0 23.730 1206477 1206.477 13 1471 399.720 0 57946.541002792000654 1206389 1206561 1360 1577 48
5.0 400.0 23.780 2046475 2046.475 12 1469 399.170 0 57946.550724991000607 2046420 2046553 1379 1558 29
5.0 400.0 23.930 1986477 1986.477 15 1469 399.170 0 57946.550030569997034 1986336 1986557 1293 1558 51
5.0 400.0 24.060 546476 546.476 13 1471 399.720 0 57946.533363891998306 546380 546555 1347 1561 33
5.0 400.0 7.010 2646354 2646.354 30 1320 358.680 0 57946.557668034998642 2646354 2646354 1320 1320 1
5.0 400.0 7.040 2166514 2166.514 31 1593 432.870 0 57946.552114332000201 2166514 2166515 1593 1594 3
5.0 400.0 7.070 3006292 3006.292 26 1265 343.740 0 57946.561833984000259 3006290 3006292 1262 1265 4
5.0 400.0 7.190 1026337 1026.337 21 1315 357.330 0 57946.538917839003261 1026335 1026341 1313 1321 10
5.0 400.0 7.830 786361 786.361 22 1336 363.030 0 57946.536140338997939 786348 786374 1328 1352 33
5.0 450.0 20.390 1266661 1266.661 12 1654 449.440 0 57946.541699365996465 1266622 1266725 1576 1727 30
5.0 450.0 20.430 1806660 1806.660 14 1653 449.170 0 57946.547949355001037 1806600 1806733 1562 1734 44
5.0 450.0 20.590 2166660 2166.660 14 1651 448.630 0 57946.552116022001428 2166604 2166719 1569 1739 32
5.0 450.0 20.690 2766660 2766.660 15 1649 448.080 0 57946.559060466002848 2766584 2766729 1535 1739 31
5.0 450.0 20.770 2466656 2466.656 9 1650 448.360 0 57946.555588196999452 2466591 2466725 1562 1725 31
5.0 450.0 20.890 2226662 2226.662 15 1653 449.170 0 57946.552810489003605 2226607 2226724 1575 1747 49
5.0 450.0 21.150 1746662 1746.662 16 1654 449.440 0 57946.547254933997465 1746578 1746716 1552 1750 37
5.0 450.0 21.180 966658 966.658 13 1650 448.360 0 57946.538227108998399 966608 966715 1551 1721 64
5.0 450.0 21.190 2706658 2706.658 15 1647 447.540 0 57946.558365997996589 2706541 2706729 1517 1734 32
5.0 450.0 21.260 2586660 2586.660 15 1650 448.360 0 57946.556977132997417 2586581 2586717 1549 1729 29
5.0 450.0 21.270 666657 666.657 13 1648 447.810 0 57946.534754875996441 666594 666723 1555 1728 29
5.0 450.0 21.370 846660 846.660 15 1651 448.630 0 57946.536838243999227 846573 846747 1542 1752 39
5.0 450.0 21.410 1566662 1566.662 15 1654 449.440 0 57946.545171600002504 1566571 1566718 1536 1727 49
5.0 450.0 21.490 1386658 1386.658 15 1648 447.810 0 57946.543088220998470 1386579 1386721 1543 1728 31
5.0 450.0 21.520 3006659 3006.659 10 1654 449.440 0 57946.561838232002629 3006592 3006722 1534 1733 11
5.0 450.0 21.700 786660 786.660 13 1651 448.630 0 57946.536143798999547 786583 786739 1531 1756 38
5.0 450.0 21.750 606659 606.659 14 1651 448.630 0 57946.534060454003338 606599 606732 1568 1738 39
5.0 450.0 21.970 1446660 1446.660 13 1652 448.900 0 57946.543782688000647 1446611 1446716 1578 1727 49
5.0 450.0 22.030 1086658 1086.658 15 1648 447.810 0 57946.539615998000954 1086573 1086718 1533 1755 29
5.0 450.0 22.060 2526659 2526.659 13 1651 448.630 0 57946.556282676996489 2526592 2526723 1560 1726 29
5.0 450.0 22.080 546661 546.661 14 1654 449.440 0 57946.533366032999766 546514 546724 1483 1739 24
5.0 450.0 22.090 2286660 2286.660 11 1653 449.170 0 57946.553504909999901 2286579 2286749 1543 1762 43
5.0 450.0 22.190 426657 426.657 12 1650 448.360 0 57946.531977097998606 426575 426717 1541 1729 31
5.0 450.0 22.200 366660 366.660 17 1648 447.810 0 57946.531282688003557 366569 366741 1542 1754 30
5.0 450.0 22.230 2346660 2346.660 9 1654 449.440 0 57946.554199354999582 2346568 2346706 1533 1747 34
5.0 450.0 22.240 1866659 1866.659 13 1650 448.360 0 57946.548643788002664 1866590 1866721 1555 1730 49
5.0 450.0 22.260 2886658 2886.658 15 1649 448.080 0 57946.560449331998825 2886570 2886719 1536 1719 49
5.0 450.0 22.320 1626659 1626.659 15 1650 448.360 0 57946.545866009997553 1626588 1626733 1560 1739 31
5.0 450.0 22.390 1926659 1926.659 15 1649 448.080 0 57946.549338231998263 1926593 1926734 1554 1734 23
5.0 450.0 22.460 1146662 1146.662 14 1657 450.260 0 57946.540310488999239 1146598 1146711 1562 1720 41
5.0 450.0 22.530 1506660 1506.660 12 1654 449.440 0 57946.544477133000328 1506627 1506714 1579 1741 38
5.0 450.0 22.640 2826660 2826.660 14 1650 448.360 0 57946.559754909998446 2826594 2826751 1552 1757 29
5.0 450.0 22.640 486658 486.658 14 1649 448.080 0 57946.532671553999535 486589 486735 1555 1737 31
5.0 450.0 22.770 1026662 1026.662 14 1653 449.170 0 57946.538921599996684 1026609 1026734 1569 1737 49
5.0 450.0 22.780 1986659 1986.659 16 1648 447.810 0 57946.550032676997944 1986588 1986747 1560 1759 30
5.0 450.0 22.810 66659 66.659 14 1650 448.360 0 57946.527810453997517 66607 66731 1543 1753 28
5.0 450.0 22.850 186659 186.659 14 1650 448.360 0 57946.529199343000073 186606 186722 1565 1747 43
5.0 450.0 22.880 1326661 1326.661 13 1654 449.440 0 57946.542393811003421 1326560 1326732 1518 1742 49
5.0 450.0 22.890 2046660 2046.660 12 1653 449.170 0 57946.550727132998873 2046581 2046736 1554 1737 40
5.0 450.0 22.900 126657 126.657 12 1648 447.810 0 57946.528504875997896 126619 126717 1565 1742 44
5.0 450.0 23.040 2646658 2646.658 15 1648 447.810 0 57946.557671554000990 2646578 2646733 1542 1734 39
5.0 450.0 23.330 726660 726.660 15 1649 448.080 0 57946.535449354996672 726620 726724 1593 1730 43
5.0 450.0 23.340 906658 906.658 14 1649 448.080 0 57946.537532665002800 906590 906754 1545 1764 32
5.0 450.0 23.460 1206658 1206.658 11 1651 448.630 0 57946.541004887003510 1206619 1206720 1573 1741 41
5.0 450.0 23.470 2406661 2406.661 14 1654 449.440 0 57946.554893811000511 2406589 2406728 1555 1734 48
5.0 450.0 23.470 2946662 2946.662 18 1652 448.900 0 57946.561143822000304 2946585 2946754 1545 1765 41
5.0 450.0 23.500 2106658 2106.658 13 1650 448.360 0 57946.551421554002445 2106536 2106741 1503 1752 33
5.0 450.0 23.640 246659 246.659 14 1650 448.360 0 57946.529893787999754 246610 246738 1536 1762 29
5.0 450.0 23.780 306659 306.659 14 1651 448.630 0 57946.530588232002629 306599 306724 1564 1765 29
5.0 450.0 23.820 1686658 1686.658 12 1650 448.360 0 57946.546560442999180 1686607 1686739 1564 1750 51
5.0 450.0 7.030 1326497 1326.497 8 1482 402.700 0 57946.542391912997118 1326497 1326497 1482 1482 1
5.0 450.0 7.030 1926565 1926.565 31 1529 415.480 0 57946.549337144002493 1926565 1926566 1529 1530 3
5.0 450.0 7.180 66567 66.567 31 1542 419.010 0 57946.527809389997856 66561 66568 1528 1543 8
5.0 450.0 7.480 546766 546.766 25 1764 479.330 0 57946.533367247997376 546765 546772 1762 1774 13
5.0 450.0 7.560 1746535 1746.535 29 1505 408.950 0 57946.547253463999368 1746526 1746557 1490 1530 51
5.0 500.0 19.240 2946842 2946.842 15 1832 497.810 0 57946.561145906001911 2946808 2946903 1755 1914 46
5.0 500.0 19.260 1686843 1686.843 13 1835 498.630 0 57946.546562584000640 1686801 1686900 1761 1915 40
5.0 500.0 19.510 2226840 2226.840 10 1834 498.350 0 57946.552812549001828 2226793 2226893 1740 1902 38
5.0 500.0 19.910 306843 306.843 14 1835 498.630 0 57946.530590362002840 306807 306896 1767 1907 32
5.0 500.0 20.060 1926843 1926.843 13 1835 498.630 0 57946.549340361998475 1926785 1926897 1752 1915 45
5.0 500.0 20.090 906846 906.846 16 1838 499.440 0 57946.537534841001616 906809 906899 1761 1918 17
5.0 500.0 20.110 1446844 1446.844 14 1835 498.630 0 57946.543784818000859 1446788 1446902 1748 1909 32
5.0 500.0 20.220 66844 66.844 16 1835 498.630 0 57946.527812596003059 66775 66926 1740 1936 48
5.0 500.0 20.300 2166845 2166.845 12 1838 499.440 0 57946.552118163002888 2166803 2166906 1759 1917 49
5.0 500.0 20.330 366843 366.843 15 1832 497.810 0 57946.531284805998439 366765 366920 1732 1927 32
5.0 500.0 20.540 486846 486.846 14 1838 499.440 0 57946.532673729998351 486803 486898 1757 1906 49
5.0 500.0 20.720 126845 126.845 13 1840 499.980 0 57946.528507051996712 126804 126925 1756 1931 44
5.0 500.0 20.860 2766842 2766.842 12 1835 498.630 0 57946.559062571999675 2766779 2766899 1748 1912 49
5.0 500.0 21.030 1566840 1566.840 12 1832 497.810 0 57946.545173660000728 1566738 1566909 1699 1934 35
5.0 500.0 21.110 1866841 1866.841 11 1833 498.080 0 57946.548645893999492 1866781 1866893 1744 1904 44
5.0 500.0 21.130 1626845 1626.845 15 1840 499.980 0 57946.545868162997067 1626755 1626912 1733 1931 50
5.0 500.0 21.200 1146844 1146.844 13 1838 499.440 0 57946.540312596000149 1146783 1146934 1749 1935 35
5.0 500.0 21.210 2646842 2646.842 13 1833 498.080 0 57946.557673684001202 2646791 2646919 1757 1922 13
5.0 500.0 21.230 726842 726.842 13 1834 498.350 0 57946.535451461000775 726781 726933 1722 1951 47
5.0 500.0 21.350 2346843 2346.843 14 1835 498.630 0 57946.554201473001740 2346758 2346908 1726 1919 49
5.0 500.0 21.360 426841 426.841 13 1832 497.810 0 57946.531979227998818 426784 426910 1747 1918 43
5.0 500.0 21.370 1086840 1086.840 13 1830 497.270 0 57946.539618105001864 1086737 1086911 1709 1911 49
5.0 500.0 21.440 546844 546.844 12 1838 499.440 0 57946.533368151001923 546765 546906 1732 1909 45
5.0 500.0 21.500 2406843 2406.843 12 1837 499.170 0 57946.554895916997339 2406785 2406938 1736 1939 49
5.0 500.0 21.560 2826843 2826.843 11 1837 499.170 0 57946.559757028000604 2826787 2826905 1753 1906 48
5.0 500.0 21.590 1986842 1986.842 12 1835 498.630 0 57946.550034795000101 1986770 1986898 1746 1913 28
5.0 500.0 21.600 666841 666.841 13 1833 498.080 0 57946.534757004999847 666790 666905 1761 1908 34
5.0 500.0 21.770 2046844 2046.844 13 1835 498.630 0 57946.550729262002278 2046791 2046902 1749 1922 32
5.0 500.0 21.900 1506841 1506.841 13 1831 497.540 0 57946.544479228003183 1506782 1506895 1753 1898 37
5.0 500.0 21.910 1746844 1746.844 15 1835 498.630 0 57946.547257040001568 1746780 1746899 1739 1923 42
5.0 500.0 21.930 2526842 2526.842 17 1832 497.810 0 57946.556284794998646 2526763 2526944 1732 1945 50
5.0 500.0 21.950 1026843 1026.843 14 1834 498.350 0 57946.538923694999539 1026785 1026912 1752 1920 42
5.0 500.0 21.990 2886846 2886.846 13 1840 499.980 0 57946.560451507997641 2886757 2886923 1733 1925 49
5.0 500.0 22.080 2586844 2586.844 14 1835 498.630 0 57946.556979262000823 2586791 2586892 1749 1923 37
5.0 500.0 22.100 1266842 1266.842 15 1833 498.080 0 57946.541701460999320 1266788 1266915 1746 1918 44
5.0 500.0 22.140 846840 846.840 14 1830 497.270 0 57946.536840326996753 846807 846914 1755 1918 49
5.0 500.0 22.320 1206843 1206.843 11 1838 499.440 0 57946.541007027997694 1206798 1206912 1757 1918 49
5.0 500.0 22.350 1326843 1326.843 12 1837 499.170 0 57946.542395917000249 1326780 1326912 1742 1935 47
5.0 500.0 22.400 966843 966.843 15 1833 498.080 0 57946.538229250996665 966793 966902 1748 1936 45
5.0 500.0 22.470 1386842 1386.842 13 1834 498.350 0 57946.543090350001876 1386788 1386898 1752 1907 49
5.0 500.0 22.600 186841 186.841 11 1833 498.080 0 57946.529201450000983 186780 186924 1735 1926 37
5.0 500.0 22.680 606843 606.843 14 1835 498.630 0 57946.534062584003550 606773 606904 1739 1929 13
5.0 500.0 22.750 3006843 3006.843 17 1832 497.810 0 57946.561840362002840 3006758 3006917 1723 1927 37
5.0 500.0 22.760 1806841 1806.841 14 1832 497.810 0 57946.547951449996617 1806755 1806923 1723 1929 39
5.0 500.0 22.860 2286843 2286.843 13 1835 498.630 0 57946.553507028002059 2286784 2286902 1746 1924 46
5.0 500.0 22.940 246843 246.843 14 1834 498.350 0 57946.529895917003159 246757 246942 1714 1945 43
5.0 500.0 22.960 2106840 2106.840 13 1832 497.810 0 57946.551423659999273 2106752 2106925 1718 1933 40
5.0 500.0 23.100 786841 786.841 12 1834 498.350 0 57946.536145894002402 786773 786899 1735 1906 49
5.0 500.0 23.220 2466843 2466.843 12 1835 498.630 0 57946.555590361997019 2466789 2466905 1744 1928 38
5.0 500.0 23.630 2706842 2706.842 14 1833 498.080 0 57946.558368127996800 2706741 2706907 1706 1938 16
5.0 500.0 7.020 1326752 1326.752 31 1720 467.380 0 57946.542394864001835 1326752 1326752 1720 1720 1
5.0 500.0 7.100 1140034 1140.034 0 1352 367.380 0 57946.540233776002424 1140034 1140034 1352 1352 1
5.0 500.0 7.110 666729 666.729 31 1699 461.670 0 57946.534755708999000 666729 666729 1698 1699 3
5.0 500.0 7.160 2646864 2646.864 31 1955 531.230 0 57946.557673937997606 2646863 2646867 1953 1959 8
5.0 500.0 7.180 366624 366.624 30 1591 432.320 0 57946.531282272000681 366624 366626 1590 1595 7
5.0 500.0 7.240 1190138 1190.138 7 4517 1227.410 0 57946.540813683997840 1190137 1190140 4513 4519 9
5.0 550.0 19.310 2527028 2527.028 16 2016 547.810 0 57946.556286947001354 2526964 2527086 1918 2088 30
5.0 550.0 19.360 3007028 3007.028 14 2019 548.620 0 57946.561842502997024 3006973 3007094 1929 2102 50
5.0 550.0 19.420 1927027 1927.027 15 2019 548.620 0 57946.549342491001880 1926987 1927098 1951 2102 28
5.0 550.0 19.590 787030 787.030 14 2022 549.440 0 57946.536148081999272 786973 787073 1931 2097 39
5.0 550.0 19.620 1867026 1867.026 15 2014 547.270 0 57946.548648035000951 1866989 1867114 1942 2121 48
5.0 550.0 19.670 1387028 1387.028 13 2020 548.900 0 57946.543092503001390 1386987 1387095 1943 2096 26
5.0 550.0 19.900 2407028 2407.028 13 2021 549.170 0 57946.554898059002880 2406981 2407121 1940 2127 36
5.0 550.0 20.090 67029 67.029 15 2021 549.170 0 57946.527814736997243 66992 67093 1949 2100 34
5.0 550.0 20.200 1987023 1987.023 11 2014 547.270 0 57946.550036890002957 1986975 1987073 1937 2093 32
5.0 550.0 20.200 427029 427.029 14 2020 548.900 0 57946.531981403000827 426981 427088 1927 2109 38
5.0 550.0 20.240 1627023 1627.023 15 2011 546.450 0 57946.545870223002566 1626991 1627095 1914 2109 35
5.0 550.0 20.260 2767026 2767.026 15 2014 547.270 0 57946.559064701999887 2766983 2767109 1939 2111 33
5.0 550.0 20.610 2167030 2167.030 15 2021 549.170 0 57946.552120303997071 2166970 2167092 1935 2102 26
5.0 550.0 20.650 1267025 1267.025 16 2014 547.270 0 57946.541703579001478 1266973 1267081 1919 2092 51
5.0 550.0 20.700 2707029 2707.029 16 2020 548.900 0 57946.558370291997562 2706966 2707096 1928 2104 49
5.0 550.0 20.710 1687025 1687.025 13 2016 547.810 0 57946.546564689997467 1686956 1687101 1920 2108 32
5.0 550.0 20.830 1447027 1447.027 11 2019 548.620 0 57946.543786936003016 1446962 1447079 1928 2114 49
5.0 550.0 20.840 2947029 2947.029 12 2022 549.440 0 57946.561148070002673 2946950 2947097 1905 2098 37
5.0 550.0 20.850 2287026 2287.026 15 2014 547.270 0 57946.553509147001023 2286964 2287072 1908 2080 50
5.0 550.0 20.850 487026 487.026 11 2020 548.900 0 57946.532675813003152 486979 487110 1937 2118 44
5.0 550.0 20.930 847025 847.025 12 2016 547.810 0 57946.536842467998213 846979 847071 1939 2097 49
5.0 550.0 20.950 1027027 1027.027 12 2019 548.620 0 57946.538925824999751 1026987 1027089 1953 2100 42
5.0 550.0 20.990 2047030 2047.030 14 2020 548.900 0 57946.550731415001792 2046967 2047087 1939 2110 49
5.0 550.0 21.000 547024 547.024 12 2016 547.810 0 57946.533370233999449 546976 547077 1934 2101 41
5.0 550.0 21.060 1327028 1327.028 19 2016 547.810 0 57946.542398058998515 1326954 1327124 1917 2124 48
5.0 550.0 21.070 2227029 2227.029 14 2020 548.900 0 57946.552814736998698 2226947 2227097 1901 2107 49
5.0 550.0 21.100 2467027 2467.027 11 2020 548.900 0 57946.555592491000425 2466974 2467089 1925 2120 48
5.0 550.0 21.320 2647027 2647.027 15 2016 547.810 0 57946.557675825002661 2646979 2647094 1926 2115 42
5.0 550.0 21.510 2827029 2827.029 14 2021 549.170 0 57946.559759181000118 2826991 2827105 1949 2113 28
5.0 550.0 21.560 607027 607.027 13 2019 548.620 0 57946.534064713996486 606973 607098 1935 2096 46
5.0 550.0 21.590 307029 307.029 14 2021 549.170 0 57946.530592515002354 306967 307109 1921 2110 32
5.0 550.0 21.670 127030 127.030 15 2021 549.170 0 57946.528509192998172 126979 127090 1931 2101 49
5.0 550.0 21.730 1147027 1147.027 13 2020 548.900 0 57946.540314714002307 1146950 1147079 1910 2097 29
5.0 550.0 21.730 907023 907.023 12 2014 547.270 0 57946.537536889998592 906985 907098 1939 2109 44
5.0 550.0 21.860 1087028 1087.028 14 2021 549.170 0 57946.539620281000680 1086965 1087092 1935 2109 29
5.0 550.0 21.900 1567025 1567.025 13 2015 547.540 0 57946.545175801998994 1566982 1567086 1937 2099 50
5.0 550.0 21.940 2587028 2587.028 14 2020 548.900 0 57946.556981392001035 2586979 2587110 1931 2117 40
5.0 550.0 22.010 2347029 2347.029 15 2020 548.900 0 57946.554203626001254 2346960 2347096 1889 2101 31
5.0 550.0 22.040 1507030 1507.030 13 2023 549.710 0 57946.544481415003247 1506997 1507096 1945 2107 42
5.0 550.0 22.070 667029 667.029 17 2019 548.620 0 57946.534759180998662 666949 667096 1909 2127 44
5.0 550.0 22.280 1807025 1807.025 14 2015 547.540 0 57946.547953579000023 1806973 1807098 1921 2098 33
5.0 550.0 22.310 367026 367.026 17 2017 548.080 0 57946.531286924000597 366993 367099 1949 2106 39
5.0 550.0 22.340 967029 967.029 14 2021 549.170 0 57946.538231402999372 966955 967105 1911 2125 33
5.0 550.0 22.390 2107026 2107.026 15 2015 547.540 0 57946.551425812998787 2106984 2107097 1927 2107 45
5.0 550.0 22.500 727029 727.029 15 2020 548.900 0 57946.535453625998343 726978 727075 1937 2086 29
5.0 550.0 22.560 247029 247.029 15 2020 548.900 0 57946.529898070002673 246958 247099 1917 2115 41
5.0 550.0 22.600 2887029 2887.029 17 2020 548.900 0 57946.560453625999799 2886974 2887105 1927 2125 33
5.0 550.0 22.620 1207027 1207.027 13 2018 548.350 0 57946.541009157997905 1206964 1207100 1923 2111 39
5.0 550.0 22.640 187028 187.028 14 2020 548.900 0 57946.529203614001744 186962 187100 1921 2108 44
5.0 550.0 22.810 1747027 1747.027 15 2018 548.350 0 57946.547259157996450 1746980 1747094 1949 2098 38
5.0 550.0 7.060 2106929 2106.929 1 1918 521.180 0 57946.551424689998385 2106929 2106929 1918 1918 1
5.0 550.0 7.080 2107128 2107.128 29 2130 578.790 0 57946.551426994003123 2107127 2107129 2128 2131 5
5.0 550.0 7.220 2466956 2466.956 27 1867 507.320 0 57946.555591670003196 2466950 2466967 1859 1886 25
5.0 550.0 7.420 2166920 2166.920 23 1896 515.200 0 57946.552119031002803 2166913 2166933 1880 1910 30
